country,year,gdp,debt_hh,debt_corp,debt_gov,debt_hh_lag1,debt_corp_lag1,debt_gov_lag1,growth
Mexico,1998,5092.99,8.76,21.48,,9.26,23.79,,20.59840089768432
Mexico,1999,6035.0,8.06,17.62,,8.76,21.48,,16.971077012823876
Mexico,2000,7016.6,7.33,16.6,,8.06,17.62,,15.070291567800176
Mexico,2001,7437.11,7.58,15.03,,7.33,16.6,,5.820356229459556
Mexico,2002,7827.76,8.3,15.15,,7.58,15.03,,5.119405736953375
Mexico,2003,8259.53,8.9,14.82,,8.3,15.15,,5.369129529596073
Mexico,2004,9248.39,9.54,13.31,,8.9,14.82,,11.308179713352828
Mexico,2005,9999.6,10.48,12.5,,9.54,13.31,,7.809560987291064
Mexico,2006,11120.12,11.35,13.07,,10.48,12.5,,10.621098793709116
Mexico,2007,12046.75,12.91,14.03,,11.35,13.07,,8.003883388381894
Mexico,2008,12927.76,12.65,15.94,,12.91,14.03,,7.058202323504936
Mexico,2009,12749.12,12.87,15.98,,12.65,15.94,,-1.391468763535464
Mexico,2010,13968.15,12.67,15.87,,12.87,15.98,,9.131748825657127
Mexico,2011,15268.44,13.01,17.59,,12.67,15.87,,8.900821504034262
Mexico,2012,16529.12,13.32,17.26,,13.01,17.59,,7.933572096465014
Mexico,2013,16954.01,13.99,19.72,,13.32,17.26,,2.538071014115495
Mexico,2014,18137.65,14.07,21.14,,13.99,19.72,,6.748550431727196
Mexico,2015,19228.61,14.69,23.67,,14.07,21.14,,5.840938576221788
Mexico,2016,20758.79,15.46,26.01,,14.69,23.67,,7.657049733842669
Mexico,2017,22536.21,15.59,25.82,,15.46,26.01,,8.21535775192448
Mexico,2018,24176.67,15.61,25.05,,15.59,25.82,,7.026476962667516
Mexico,2019,25121.82,15.6,24.47,,15.61,25.05,,3.8348672623575553
Mexico,2020,24086.76,16.73,26.07,,15.6,24.47,,-4.207447926467545
Mexico,2021,26690.03,16.0,24.25,,16.73,26.07,,10.262777549220203
Mexico,2022,29516.05,15.98,22.72,,16.0,24.25,,10.064409575887368
Mexico,2023,31855.57,16.23,20.89,,15.98,22.72,,7.627806579748864
Mexico,2024,33913.83,16.71,22.33,,16.23,20.89,,6.261064680459327
Netherlands,1996,345.3,71.57,150.21,71.25,,,,
Netherlands,1997,369.66,77.53,150.27,65.7,71.57,150.21,71.25,6.817005985858771
Netherlands,1998,394.84,84.33,155.9,62.68,77.53,150.27,65.7,6.5896955295152715
Netherlands,1999,420.14,90.75,162.93,58.6,84.33,155.9,62.68,6.210736951784668
Netherlands,2000,452.19,93.71,166.84,52.15,90.75,162.93,58.6,7.351445642301346
Netherlands,2001,482.94,94.96,162.26,49.41,93.71,166.84,52.15,6.578997684315002
Netherlands,2002,502.9,99.76,157.57,48.69,94.96,162.26,49.41,4.049892084422169
Netherlands,2003,514.9,106.86,168.08,49.8,99.76,157.57,48.69,2.3581363874176198
Netherlands,2004,531.57,110.66,164.77,50.1,106.86,168.08,49.8,3.186218478599212
Netherlands,2005,553.12,114.06,166.85,49.58,110.66,164.77,50.1,3.974008433522691
Netherlands,2006,587.44,115.6,160.72,44.96,114.06,166.85,49.58,6.019913697004053
Netherlands,2007,622.78,115.86,159.78,42.74,115.6,160.72,44.96,5.841921326295996
Netherlands,2008,651.3,116.67,162.25,54.35,115.86,159.78,42.74,4.477703914604092
Netherlands,2009,630.17,124.91,167.46,56.29,116.67,162.25,54.35,-3.298074129754358
Netherlands,2010,643.02,125.94,183.7,58.9,124.91,167.46,56.29,2.018620369814883
Netherlands,2011,656.01,125.09,198.98,61.17,125.94,183.7,58.9,2.0000204777379516
Netherlands,2012,658.23,125.54,208.03,65.69,125.09,198.98,61.17,0.33783815916272886
Netherlands,2013,665.57,122.75,214.63,67.16,125.54,208.03,65.69,1.1089402053867659
Netherlands,2014,678.63,120.64,225.74,67.17,122.75,214.63,67.16,1.9432243662018678
Netherlands,2015,699.18,119.06,227.25,63.8,120.64,225.74,67.17,2.9832159775372347
Netherlands,2016,720.18,117.95,231.31,60.88,119.06,227.25,63.8,2.9592960952081526
Netherlands,2017,750.86,115.75,229.23,55.99,117.95,231.31,60.88,4.171803551162334
Netherlands,2018,787.27,112.93,222.08,51.52,115.75,229.23,55.99,4.735204827194561
Netherlands,2019,829.77,109.49,210.48,47.6,112.93,222.08,51.52,5.257728940639517
Netherlands,2020,816.46,114.58,221.2,53.35,109.49,210.48,47.6,-1.6170632334493895
Netherlands,2021,891.55,108.99,212.43,50.43,114.58,221.2,53.35,8.798359935927724
Netherlands,2022,993.82,101.49,199.73,48.35,108.99,212.43,50.43,10.859458275926048
Netherlands,2023,1067.6,95.5,182.35,45.1,101.49,199.73,48.35,7.161231379105271
Netherlands,2024,1134.12,93.6,170.44,43.23,95.5,182.35,45.1,6.044388126459577
New Zealand,1996,100.49,50.34,71.91,,,,,
New Zealand,1997,103.87,54.66,79.77,,50.34,71.91,,3.3081897178853126
New Zealand,1998,105.87,57.62,80.82,,54.66,79.77,,1.9071809115568605
New Zealand,1999,111.22,61.28,80.13,,57.62,80.82,,4.9298295404129
New Zealand,2000,118.34,61.87,85.32,,61.28,80.13,,6.2051615489130185
New Zealand,2001,126.3,62.37,82.08,,61.87,85.32,,6.509819210789747
New Zealand,2002,133.69,64.71,83.8,,62.37,82.08,,5.686365763858614
New Zealand,2003,141.53,70.73,79.51,,64.71,83.8,,5.698802175071638
New Zealand,2004,153.01,75.35,84.37,,70.73,79.51,,7.799156998797407
New Zealand,2005,160.8,82.59,90.32,,75.35,84.37,,4.965807801114419
New Zealand,2006,168.96,88.44,95.63,,82.59,90.32,,4.950064377303054
New Zealand,2007,183.2,91.43,99.42,,88.44,95.63,,8.091645172213369
New Zealand,2008,189.77,91.81,107.18,,91.43,99.42,,3.523436032585714
New Zealand,2009,192.36,93.1,101.93,,91.81,107.18,,1.355580384357502
New Zealand,2010,202.05,90.02,96.37,,93.1,101.93,,4.914657511501996
New Zealand,2011,211.29,86.99,90.73,,90.02,96.37,,4.471640590094594
New Zealand,2012,216.34,87.99,90.67,,86.99,90.73,,2.361964677671491
New Zealand,2013,228.26,88.12,87.02,,87.99,90.67,,5.363408592331087
New Zealand,2014,241.09,87.35,86.08,,88.12,87.02,,5.468497763575453
New Zealand,2015,251.98,89.55,85.25,,87.35,86.08,,4.417941152127458
New Zealand,2016,266.99,92.11,84.25,,89.55,85.25,,5.786148523285739
New Zealand,2017,286.73,90.79,82.68,,92.11,84.25,,7.132980189517113
New Zealand,2018,302.69,91.09,81.26,,90.79,82.68,,5.416817306221056
New Zealand,2019,320.04,91.74,78.82,,91.09,81.26,,5.573680850920137
New Zealand,2020,323.9,97.15,77.34,,91.74,78.82,,1.1988838195359897
New Zealand,2021,353.02,97.78,72.96,,97.15,77.34,,8.608988637484938
New Zealand,2022,385.58,93.29,71.71,,97.78,72.96,,8.822398161918965
New Zealand,2023,412.46,89.9,69.13,,93.29,71.71,,6.739053720457822
New Zealand,2024,425.49,90.25,69.79,,89.9,69.13,,3.1102214598725197
Norway,1996,1054.67,53.8,85.55,28.45,,,,
Norway,1997,1141.34,53.71,96.77,25.76,53.8,85.55,28.45,7.897508892726091
Norway,1998,1163.68,56.29,108.96,23.57,53.71,96.77,25.76,1.938438670827125
Norway,1999,1266.46,56.12,108.11,24.96,56.29,108.96,23.57,8.463820943370237
Norway,2000,1509.13,52.45,103.86,28.67,56.12,108.11,24.96,17.53077189852963
Norway,2001,1566.71,56.32,107.68,27.23,52.45,103.86,28.67,3.7444553396760227
Norway,2002,1564.15,62.25,111.38,33.94,56.32,107.68,27.23,-0.16353337872159202
Norway,2003,1624.09,66.61,109.77,43.08,62.25,111.38,33.94,3.760511347050066
Norway,2004,1788.12,67.63,113.94,43.83,66.61,109.77,43.08,9.621712967009444
Norway,2005,1997.04,68.66,112.26,42.33,67.63,113.94,43.83,11.050129568491585
Norway,2006,2224.87,69.91,112.56,52.59,68.66,112.26,42.33,10.803240266684266
Norway,2007,2360.17,73.52,127.19,49.52,69.91,112.56,52.59,5.903516339651738
Norway,2008,2622.12,71.17,143.56,47.55,73.52,127.19,49.52,10.52495005431311
Norway,2009,2439.71,81.18,143.07,42.54,71.17,143.56,47.55,-7.2103971102057685
Norway,2010,2605.35,81.49,142.97,42.95,81.18,143.07,42.54,6.568784340341338
Norway,2011,2809.93,81.12,136.17,29.61,81.49,142.97,42.95,7.559254881734656
Norway,2012,2983.08,82.6,141.83,30.91,81.12,136.17,29.61,5.979675180861133
Norway,2013,3090.34,85.46,136.74,31.43,82.6,141.83,30.91,3.5324793407045973
Norway,2014,3161.78,88.91,139.0,29.66,85.46,136.74,31.43,2.2854042930161356
Norway,2015,3130.18,95.17,153.42,34.33,88.91,139.0,29.66,-1.0044649263397432
Norway,2016,3116.04,101.5,153.93,37.94,95.17,153.42,34.33,-0.4527545989178705
Norway,2017,3323.1,101.21,142.71,38.26,101.5,153.93,37.94,6.4335117312277035
Norway,2018,3576.58,99.32,133.23,39.41,101.21,142.71,38.26,7.350895434437987
Norway,2019,3596.94,103.6,142.86,40.56,99.32,133.23,39.41,0.5676447453984323
Norway,2020,3461.58,113.04,163.39,46.11,103.6,142.86,40.56,-3.835835177044089
Norway,2021,4323.93,95.11,142.7,41.64,113.04,163.39,46.11,22.243957869498665
Norway,2022,5732.91,74.68,126.01,36.11,95.11,142.7,41.64,28.205854428412458
Norway,2023,5101.56,86.94,144.11,44.21,74.68,126.01,36.11,-11.667687990514253
Norway,2024,5198.05,88.62,144.34,42.72,86.94,144.11,44.21,1.8737179946546334
Poland,1996,424.59,3.71,22.06,43.17,,,,
Poland,1997,517.99,4.52,22.75,42.71,3.71,22.06,43.17,19.88319396399767
Poland,1998,603.97,6.32,27.25,38.69,4.52,22.75,42.71,15.356859077327023
Poland,1999,669.09,6.28,30.48,39.37,6.32,27.25,38.69,10.23940524008724
Poland,2000,748.18,7.12,32.36,36.4,6.28,30.48,39.37,11.172501050815864
Poland,2001,783.55,8.88,33.33,37.16,7.12,32.36,36.4,4.619128523308991
Poland,2002,814.76,12.83,35.97,41.57,8.88,33.33,37.16,3.9058715376715014
Poland,2003,850.0,12.94,34.72,46.41,12.83,35.97,41.57,4.234275813842281
Poland,2004,937.34,13.23,29.33,44.91,12.94,34.72,46.41,9.780972712832359
Poland,2005,993.29,14.96,28.23,46.47,13.23,29.33,44.91,5.7976589106019105
Poland,2006,1073.37,18.29,31.48,47.1,14.96,28.23,46.47,7.753584505883193
Poland,2007,1189.43,22.63,34.13,44.43,18.29,31.48,47.1,10.267096897827876
Poland,2008,1290.42,29.94,39.65,46.56,22.63,34.13,44.43,8.149354600513004
Poland,2009,1375.64,31.53,37.98,49.7,29.94,39.65,46.56,6.395133059481495
Poland,2010,1441.65,34.26,38.42,53.75,31.53,37.98,49.7,4.68692135816422
Poland,2011,1563.94,35.19,41.45,54.78,34.26,38.42,53.75,8.141998726061228
Poland,2012,1622.24,34.23,42.6,54.47,35.19,41.45,54.78,3.659963200625427
Poland,2013,1637.77,35.47,43.99,56.86,34.23,42.6,54.47,0.9527650209201433
Poland,2014,1710.19,35.8,46.26,51.13,35.47,43.99,56.86,4.3268915021963394
Poland,2015,1809.56,35.84,47.39,51.06,35.8,46.26,51.13,5.647924634966817
Poland,2016,1865.96,36.53,49.45,54.13,35.84,47.39,51.06,3.0691944165202933
Poland,2017,1996.84,34.78,46.35,50.44,36.53,49.45,54.13,6.77902650754465
Poland,2018,2147.59,34.61,45.34,48.23,34.78,46.35,50.44,7.278035215123335
Poland,2019,2313.93,34.04,43.1,45.21,34.61,45.34,48.23,7.4601094470848395
Poland,2020,2362.91,34.25,44.34,56.58,34.04,43.1,45.21,2.0946532636421544
Poland,2021,2661.52,31.86,41.97,53.01,34.25,44.34,56.58,11.900347785978127
Poland,2022,3100.85,26.21,39.01,48.79,31.86,41.97,53.01,15.277887929340661
Poland,2023,3401.61,23.7,36.05,49.72,26.21,39.01,48.79,9.25725814989029
Poland,2024,3617.44,22.89,35.53,55.28,23.7,36.05,49.72,6.151774439165969
Portugal,1996,94.35,32.8,69.48,63.31,,,,
Portugal,1997,102.33,37.27,68.87,58.72,32.8,69.48,63.31,8.119161328410485
Portugal,1998,111.35,43.97,74.93,55.62,37.27,68.87,58.72,8.447550860471331
Portugal,1999,119.6,52.74,78.47,55.41,43.97,74.93,55.62,7.147444781315482
Portugal,2000,128.41,58.82,83.93,54.19,52.74,78.47,55.41,7.107542832665104
Portugal,2001,135.78,63.45,90.9,57.38,58.82,83.93,54.19,5.5807659030318035
Portugal,2002,142.55,67.37,92.93,60.04,63.45,90.9,57.38,4.865688648518063
Portugal,2003,146.07,71.44,96.13,63.9,67.37,92.93,60.04,2.4393143504037873
Portugal,2004,152.25,75.74,100.9,67.1,71.44,96.13,63.9,4.143794772728704
Portugal,2005,158.55,79.82,101.05,72.25,75.74,100.9,67.1,4.0546094394350085
Portugal,2006,166.26,83.8,100.44,73.68,79.82,101.05,72.25,4.748282711858565
Portugal,2007,175.48,86.79,107.11,72.73,83.8,100.44,73.68,5.3972248195071515
Portugal,2008,179.1,88.91,117.39,75.64,86.79,107.11,72.73,2.041923276865276
Portugal,2009,175.42,92.18,123.22,87.8,88.91,117.39,75.64,-2.076121054343094
Portugal,2010,179.86,91.06,126.9,100.08,92.18,123.22,87.8,2.499567196313368
Portugal,2011,176.32,90.64,132.44,114.02,91.06,126.9,100.08,-1.9878244521819077
Portugal,2012,168.54,90.18,140.86,128.6,90.64,132.44,114.02,-4.51274156203425
Portugal,2013,170.68,85.5,133.8,130.84,90.18,140.86,128.6,1.2617347975591997
Portugal,2014,173.19,80.93,127.44,132.45,85.5,133.8,130.84,1.459879942115272
Portugal,2015,179.39,76.0,121.34,131.02,80.93,127.44,132.45,3.5172948970046747
Portugal,2016,186.38,71.62,113.04,131.18,76.0,121.34,131.02,3.8225393646510675
Portugal,2017,195.51,68.4,109.47,126.03,71.62,113.04,131.18,4.782392865488916
Portugal,2018,205.0,65.44,102.72,121.11,68.4,109.47,126.03,4.739845012600963
Portugal,2019,214.49,62.94,97.23,116.11,65.44,102.72,121.11,4.525313809629505
Portugal,2020,201.03,68.32,107.84,134.1,62.94,97.23,116.11,-6.480896658151458
Portugal,2021,216.49,65.98,102.35,123.88,68.32,107.84,134.1,7.409020634614993
Portugal,2022,243.96,60.3,91.92,111.23,65.98,102.35,123.88,11.945992042891707
Portugal,2023,267.92,54.8,82.27,97.73,60.3,91.92,111.23,9.368415105769312
Portugal,2024,285.19,53.32,77.22,94.93,54.8,82.27,97.73,6.246719632586206
Slovak Republic,1996,22.25,3.23,56.96,30.34,,,,
Slovak Republic,1997,24.58,3.61,55.3,32.82,3.23,56.96,30.34,9.95910955256396
Slovak Republic,1998,26.8,4.09,58.53,33.78,3.61,55.3,32.82,8.646878337892216
Slovak Republic,1999,28.61,3.63,55.41,47.0,4.09,58.53,33.78,6.53544195452076
Slovak Republic,2000,31.63,4.25,43.14,50.5,3.63,55.41,47.0,10.034973025553873
Slovak Republic,2001,34.31,5.81,41.08,51.2,4.25,43.14,50.5,8.133081955280108
Slovak Republic,2002,37.27,5.74,45.19,45.37,5.81,41.08,51.2,8.275185662080853
Slovak Republic,2003,41.21,7.09,39.95,43.52,5.74,45.19,45.37,10.049223185955913
Slovak Republic,2004,46.0,8.18,39.0,41.88,7.09,39.95,43.52,10.996045113836894
Slovak Republic,2005,50.28,12.31,36.95,34.88,8.18,39.0,41.88,8.89659872329518
Slovak Republic,2006,56.35,14.04,38.22,31.43,12.31,36.95,34.88,11.397485676373842
Slovak Republic,2007,63.18,18.0,43.0,30.34,14.04,38.22,31.43,11.440555488815374
Slovak Republic,2008,68.56,20.88,44.39,28.61,18.0,43.0,30.34,8.172147891558534
Slovak Republic,2009,64.06,23.67,46.63,36.38,20.88,44.39,28.61,-6.78891301085125
Slovak Republic,2010,68.73,24.37,43.12,40.64,23.67,46.63,36.38,7.036564095250242
Slovak Republic,2011,71.63,26.02,45.93,43.25,24.37,43.12,40.64,4.132819549284594
Slovak Republic,2012,73.73,28.01,47.07,51.67,26.02,45.93,43.25,2.88957913751986
Slovak Republic,2013,74.64,29.54,49.39,54.58,28.01,47.07,51.67,1.2266784537529496
Slovak Republic,2014,76.56,32.28,51.66,53.35,29.54,49.39,54.58,2.539819060561044
Slovak Republic,2015,80.38,34.19,50.38,51.52,32.28,51.66,53.35,4.869064187635619
Slovak Republic,2016,81.62,38.08,55.49,52.05,34.19,50.38,51.52,1.5308940956604289
Slovak Republic,2017,84.96,40.73,55.53,51.29,38.08,55.49,52.05,4.010622751596937
Slovak Republic,2018,90.28,42.16,54.18,49.19,40.73,55.53,51.29,6.073539445570653
Slovak Republic,2019,94.55,43.42,53.45,47.92,42.16,54.18,49.19,4.621284315513119
Slovak Republic,2020,94.32,46.1,54.08,58.3,43.42,53.45,47.92,-0.24355388753507512
Slovak Republic,2021,101.96,46.24,51.68,60.06,46.1,54.08,58.3,7.788732327879888
Slovak Republic,2022,110.09,46.95,51.98,57.57,46.24,51.68,60.06,7.671763357439776
Slovak Republic,2023,122.92,43.98,46.38,56.0,46.95,51.98,57.57,11.023552417997173
Slovak Republic,2024,129.97,43.4,44.94,58.02,43.98,46.38,56.0,5.576991733121339
Slovenia,1996,12.13,13.89,28.11,21.6,,,,
Slovenia,1997,13.81,12.32,30.05,22.1,13.89,28.11,21.6,12.971124446524174
Slovenia,1998,15.29,15.16,34.4,22.82,12.32,30.05,22.1,10.180605251977015
Slovenia,1999,17.15,16.06,39.31,23.82,15.16,34.4,22.82,11.479915367097782
Slovenia,2000,18.73,16.06,44.23,26.09,16.06,39.31,23.82,8.812834284404847
Slovenia,2001,20.94,15.47,48.42,26.32,16.06,44.23,26.09,11.153468898639396
Slovenia,2002,23.27,15.54,50.84,27.68,15.47,48.42,26.32,10.550377187180926
Slovenia,2003,25.38,15.85,54.16,27.03,15.54,50.84,27.68,8.679648497204129
Slovenia,2004,27.42,16.38,58.16,27.1,15.85,54.16,27.03,7.731121184792666
Slovenia,2005,28.91,18.97,65.63,26.59,16.38,58.16,27.1,5.291488189408655
Slovenia,2006,31.29,21.66,68.38,26.21,18.97,65.63,26.59,7.911100165253604
Slovenia,2007,34.94,24.67,79.93,22.94,21.66,68.38,26.21,11.033374702511978
Slovenia,2008,37.74,25.72,89.56,21.89,24.67,79.93,22.94,7.7088235234493485
Slovenia,2009,35.83,28.78,96.51,34.94,25.72,89.56,21.89,-5.193500862354172
Slovenia,2010,36.05,30.53,95.53,38.61,28.78,96.51,34.94,0.6121332414095626
Slovenia,2011,36.78,30.08,95.58,46.81,30.53,95.53,38.61,2.0047355445217185
Slovenia,2012,35.93,30.97,93.87,54.07,30.08,95.58,46.81,-2.338161805074801
Slovenia,2013,36.04,29.86,83.17,70.84,30.97,93.87,54.07,0.30568316147099317
Slovenia,2014,37.27,28.46,73.08,81.13,29.86,83.17,70.84,3.3559280751029874
Slovenia,2015,38.49,27.8,64.18,83.42,28.46,73.08,81.13,3.220975380448765
Slovenia,2016,40.01,27.48,57.96,79.43,27.8,64.18,83.42,3.8730955573488934
Slovenia,2017,42.63,27.3,53.57,74.89,27.48,57.96,79.43,6.342880790797523
Slovenia,2018,45.46,27.09,50.02,71.01,27.3,53.57,74.89,6.427458764727856
Slovenia,2019,48.16,26.94,46.85,66.02,27.09,50.02,71.01,5.769598257616826
Slovenia,2020,46.74,27.87,46.78,80.17,26.94,46.85,66.02,-2.9928471889853814
Slovenia,2021,52.02,26.43,45.27,74.83,27.87,46.78,80.17,10.702793090979368
Slovenia,2022,56.91,25.93,44.86,72.74,26.43,45.27,74.83,8.98428125945272
Slovenia,2023,63.95,23.92,39.77,68.39,25.93,44.86,72.74,11.663045540981898
Slovenia,2024,66.97,24.31,37.63,67.04,23.92,39.77,68.39,4.61432298971074
Spain,1996,488.95,32.32,50.27,65.44,,,,
Spain,1997,518.97,34.49,51.43,64.29,32.32,50.27,65.44,5.958584326871197
Spain,1998,555.56,38.1,53.96,62.35,34.49,51.43,64.29,6.813053602102226
Spain,1999,595.24,42.32,65.21,60.85,38.1,53.96,62.35,6.898807151383135
Spain,2000,647.57,45.64,76.61,57.84,42.32,65.21,60.85,8.4262210276691
Spain,2001,700.96,47.32,84.08,54.05,45.64,76.61,57.84,7.9223928227047935
Spain,2002,749.74,51.21,86.88,51.24,47.32,84.08,54.05,6.727565569532157
Spain,2003,802.68,56.71,91.57,47.69,51.21,86.88,51.24,6.822964915740659
Spain,2004,860.06,63.49,98.55,45.33,56.71,91.57,47.69,6.904602533746207
Spain,2005,928.12,70.88,108.66,42.4,63.49,98.55,45.33,7.615888051538722
Spain,2006,1004.98,78.22,123.26,39.02,70.88,108.66,42.4,7.956188502648054
Spain,2007,1077.54,81.95,134.5,35.7,78.22,123.26,39.02,6.971302446105376
Spain,2008,1112.43,82.77,138.64,39.61,81.95,134.5,35.7,3.186614645374952
Spain,2009,1072.99,84.99,144.9,53.08,82.77,138.64,39.61,-3.6097667789671384
Spain,2010,1077.15,84.31,146.68,60.27,84.99,144.9,53.08,0.38695203016576585
Spain,2011,1068.69,82.45,143.93,69.53,84.31,146.68,60.27,-0.7885064900271743
Spain,2012,1035.96,81.41,136.53,89.56,82.45,143.93,69.53,-3.1105066288732885
Spain,2013,1025.65,77.61,130.37,100.0,81.41,136.53,89.56,-1.000197510728551
Spain,2014,1038.95,73.14,120.65,104.42,77.61,130.37,100.0,1.2884029817743503
Spain,2015,1087.11,67.61,112.42,102.44,73.14,120.65,104.42,4.531221120751727
Spain,2016,1122.97,64.1,108.1,101.97,67.61,112.42,102.44,3.245416226970299
Spain,2017,1170.02,60.85,100.82,101.14,64.1,108.1,101.97,4.104388143968496
Spain,2018,1212.28,58.61,97.51,99.72,60.85,100.82,101.14,3.548204138704758
Spain,2019,1253.71,56.52,95.34,97.58,58.61,97.51,99.72,3.360427143021205
Spain,2020,1129.21,62.14,108.64,119.18,56.52,95.34,97.58,-10.45888823127985
Spain,2021,1235.47,57.18,101.99,115.59,62.14,108.64,119.18,8.99331912992638
Spain,2022,1373.63,51.46,91.56,109.4,57.18,101.99,115.59,10.60054062975837
Spain,2023,1498.32,46.1,84.01,105.03,51.46,91.56,109.4,8.688760965749509
Spain,2024,1591.63,43.7,80.28,101.82,46.1,84.01,105.03,6.041416791055987
Sweden,1996,1957.83,43.51,87.23,68.93,,,,
Sweden,1997,2048.08,43.98,93.19,67.7,43.51,87.23,68.93,4.506605186445345
Sweden,1998,2153.55,44.41,97.45,65.4,43.98,93.19,67.7,5.021487434533345
Sweden,1999,2266.55,45.82,101.37,60.28,44.41,97.45,65.4,5.114120834138447
Sweden,2000,2408.79,47.2,107.05,50.44,45.82,101.37,60.28,6.086569513100759
Sweden,2001,2504.8,49.32,112.53,51.99,47.2,107.05,50.44,3.908434429799179
Sweden,2002,2603.44,51.17,109.65,49.84,49.32,112.53,51.99,3.862475642544627
Sweden,2003,2701.42,53.72,104.56,49.44,51.17,109.65,49.84,3.6943913230135017
Sweden,2004,2826.0,56.74,102.1,48.67,53.72,104.56,49.44,4.508472357669557
Sweden,2005,2927.14,60.69,106.65,48.9,56.74,102.1,48.67,3.516355284678685
Sweden,2006,3117.51,63.05,78.28,43.84,60.69,106.65,48.9,6.300876915626308
Sweden,2007,3312.15,64.99,97.03,39.2,63.05,78.28,43.84,6.056291908714506
Sweden,2008,3391.89,68.66,120.52,37.95,64.99,97.03,39.2,2.378976280600398
Sweden,2009,3324.15,75.97,126.27,41.19,68.66,120.52,37.95,-2.0173285829706344
Sweden,2010,3551.53,76.39,114.1,38.59,75.97,126.27,41.19,6.61644942262356
Sweden,2011,3704.84,76.98,117.11,37.67,76.39,114.1,38.59,4.226157637520167
Sweden,2012,3724.51,79.69,117.18,37.99,76.98,117.11,37.67,0.5295226624474125
Sweden,2013,3804.99,81.58,128.95,40.78,79.69,117.18,37.99,2.1378063634561073
Sweden,2014,3963.68,82.74,120.79,45.69,81.58,128.95,40.78,4.08595234810285
Sweden,2015,4231.75,83.0,129.41,44.46,82.74,120.79,45.69,6.54427324167397
Sweden,2016,4402.73,85.94,125.63,42.79,83.0,129.41,44.46,3.9609183980259033
Sweden,2017,4582.91,88.02,131.48,41.56,85.94,125.63,42.79,4.010936447499525
Sweden,2018,4792.29,88.75,127.29,39.81,88.02,131.48,41.56,4.467420896892804
Sweden,2019,5033.44,88.8,135.85,35.69,88.75,127.29,39.81,4.9095270469948105
Sweden,2020,5020.98,93.98,144.39,40.14,88.8,135.85,35.69,-0.2478513206829902
Sweden,2021,5464.88,92.22,149.76,36.69,93.98,144.39,40.14,8.471702969905515
Sweden,2022,5865.21,89.13,154.17,33.63,92.22,149.76,36.69,7.069612361760669
Sweden,2023,6212.14,84.54,123.49,31.46,89.13,154.17,33.63,5.7467154966566625
Sweden,2024,6447.5,82.69,163.87,32.64,84.54,123.49,31.46,3.7187016715764187
Switzerland,1996,420.54,103.74,96.03,51.34,,,,
Switzerland,1997,427.88,103.74,96.03,53.67,103.74,96.03,51.34,1.7303182697641084
Switzerland,1998,439.64,103.74,96.03,55.94,103.74,96.03,53.67,2.7113427762770037
Switzerland,1999,447.01,103.74,96.03,52.69,103.74,96.03,55.94,1.662475552728715
Switzerland,2000,471.7,100.8,90.46,52.23,103.74,96.03,52.69,5.376222456222912
Switzerland,2001,483.97,99.36,87.43,51.08,100.8,90.46,52.23,2.567973103428667
Switzerland,2002,482.51,102.88,85.09,57.7,99.36,87.43,51.08,-0.30212753716289953
Switzerland,2003,487.67,107.52,88.22,56.88,102.88,85.09,57.7,1.0637301645773256
Switzerland,2004,501.7,107.91,86.49,57.8,107.52,88.22,56.88,2.8363383891560012
Switzerland,2005,520.81,109.16,86.5,54.88,107.91,86.49,57.8,3.7382960448689495
Switzerland,2006,554.07,107.2,85.93,48.46,109.16,86.5,54.88,6.190574061703291
Switzerland,2007,589.47,103.65,97.68,44.75,107.2,85.93,48.46,6.193279554128495
Switzerland,2008,614.04,101.37,97.22,44.82,103.65,97.68,44.75,4.083624450778611
Switzerland,2009,602.69,107.04,107.51,43.09,101.37,97.22,44.82,-1.8657104256305956
Switzerland,2010,624.01,107.66,106.92,41.46,107.04,107.51,43.09,3.4763425533349768
Switzerland,2011,635.72,110.24,111.25,41.88,107.66,106.92,41.46,1.8591820946574522
Switzerland,2012,643.77,113.08,116.05,42.57,110.24,111.25,41.88,1.2583304627892922
Switzerland,2013,655.09,116.53,113.55,41.95,113.08,116.05,42.57,1.7431111319748283
Switzerland,2014,665.71,119.56,110.38,42.07,116.53,113.55,41.95,1.6081509499155544
Switzerland,2015,667.71,122.34,111.72,42.16,119.56,110.38,42.07,0.2999807262238363
Switzerland,2016,677.73,123.83,117.26,40.93,122.34,111.72,42.16,1.4895030999587
Switzerland,2017,684.9,126.38,124.77,41.75,123.83,117.26,40.93,1.0523863666618283
Switzerland,2018,709.86,125.42,119.04,39.78,126.38,124.77,41.75,3.5794925289767576
Switzerland,2019,717.33,127.03,139.03,39.64,125.42,119.04,39.78,1.0468218268993468
Switzerland,2020,696.04,134.96,141.84,43.2,127.03,139.03,39.64,-3.012885581524305
Switzerland,2021,744.51,130.3,149.25,40.98,134.96,141.84,43.2,6.731915391992516
Switzerland,2022,791.1,126.24,145.05,37.19,130.3,149.25,40.98,6.069809816004845
Switzerland,2023,804.03,126.04,137.46,38.68,126.24,145.05,37.19,1.6212199888322232
Switzerland,2024,824.74,125.43,136.28,37.58,126.04,137.46,38.68,2.543160323318183
Turkiye,1996,20.35,15.96,39.72,51.32,,,,
Turkiye,1997,39.72,15.96,39.72,51.32,15.96,39.72,51.32,66.87739272883677
Turkiye,1998,71.94,15.96,39.72,51.32,15.96,39.72,51.32,59.397759909050585
